QtrEMPLID,Paycode_Entry
FOOA_FY2024_Q2,"9 - 72256, AL - 74042, LOADING - 74042, NORMAL - 72256, PH - 72256"
FOOA_FY2024_Q3,"9 - 74210, AL - 74210, LOADING - 74210, NORMAL - 74360, PH - 74210, SL - 75186"
FOOA_FY2024_Q4,"9 - 76072, AL - 76178, CASBNS - 76694, LOADING - 76178, NORMAL - 76072, PH - 76072, SL - 76571"
FRAG_FY2022_Q1,"9 - 59523, NORMAL - 59523, PH - 60063"
FRAG_FY2022_Q2,"9 - 60559, NORMAL - 60559, PH - 60575"
FRAG_FY2022_Q3,"9 - 61610, AL - 61610, HRSBNS - 61610, LOADING - 61610, NORMAL - 61610, PH - 61610"
FRAG_FY2022_Q4,"9 - 62888, NORMAL - 62982, PH - 63108, SL - 62888"
FRAG_FY2023_Q1,"9 - 64226, AL - 64226, LOADING - 64226, NORMAL - 64410, PH - 65089"
FRAG_FY2023_Q2,"9 - 65698, AL - 66846, HRSBNS - 66846, LOADING - 66846, NORMAL - 65698, PH - 65722, SL - 66846"
FRAG_FY2023_Q3,"9 - 66941, AL - 66941, LOADING - 66941, NORMAL - 67108, PH - 66941"
FRAG_FY2023_Q4,"9 - 68133, AL - 68133, LOADING - 68133, NORMAL - 68293, PH - 68293"
FRAG_FY2024_Q1,"9 - 70248, NORMAL - 70248, PH - 71517, SL - 72096"
FRAG_FY2024_Q2,"9 - 72257, AL - 74043, HRSBNS - 74043, LOADING - 74043, NORMAL - 72257, PH - 72257"
FRAG_FY2024_Q3,"9 - 74211, AL - 75958, LOADING - 75958, NORMAL - 74211, PH - 74211"
FRAG_FY2024_Q4,"9 - 76073, NORMAL - 76073, PH - 76073, SL - 77674"
FRYN2_FY2022_Q1,"9 - 59487, HRSBNS - 59487, NORMAL - 59487"
FRYN2_FY2022_Q2,"9 - 60507, CASBNS - 60599, HRSBNS - 60779, NORMAL - 60507"
FRYN2_FY2022_Q3,"9 - 61638, CASBNS - 61638, HRSBNS - 62102, NORMAL - 61638"
FRYN2_FY2023_Q1,"9 - 64250, CASBNS - 65574, HRSBNS - 64992, NORMAL - 64250"
FRYN2_FY2023_Q4,"9 - 68153, CASBNS - 68294, NORMAL - 68153"
FRYN2_FY2024_Q1,"9 - 70131, NORMAL - 70131, PH - 71518"
FRYN2_FY2024_Q2,"9 - 72258, CASBNS - 73968, NORMAL - 72258, PH - 72258, SL - 73607"
FRYN2_FY2024_Q3,"9 - 74144, AL - 74144, LOADING - 74144, NORMAL - 74266, PH - 74144"
FRYN2_FY2024_Q4,"9 - 76074, AL - 77675, LOADING - 77675, NORMAL - 76074, PH - 76074, SL - 76572"
FULJA_FY2024_Q1,"9 - 70192, NORMAL - 70192, PH - 71519, SL - 70981"
FULJA_FY2024_Q2,"9 - 72259, AL - 73181, HRSBNS - 74044, LOADING - 73181, NORMAL - 72259, PH - 72259, SL - 74044"
FULJA_FY2024_Q3,"9 - 74212, AL - 74212, LOADING - 74212, NORMAL - 74361, PH - 74212, SL - 74879"
FULJA_FY2024_Q4,"9 - 76075, AL - 76460, LOADING - 76460, NORMAL - 76075, PH - 76075, SL - 76180"
GAMC_FY2023_Q1,"9 - 64993, NORMAL - 64993"
GAMC_FY2023_Q3,"9 - 66979, CASBNS - 66979, NORMAL - 67048"
GAMC_FY2023_Q4,"9 - 68154, CASBNS - 68295, NORMAL - 68154"
GAMC_FY2024_Q1,"9 - 70132, NORMAL - 70132"
GAMC_FY2024_Q2,"9 - 72260, CASBNS - 72260, NORMAL - 72260"
GAMC_FY2024_Q3,"9 - 74145, CASBNS - 74145, NORMAL - 74267"
GAMC_FY2024_Q4,"9 - 76076, CASBNS - 76076, HRSBNS - 76969, NORMAL - 76076"
GAMF_FY2022_Q1,"9 - 59488, NORMAL - 59488"
GAMF_FY2023_Q3,"9 - 66980, CASBNS - 66980, NORMAL - 67049"
GAMF_FY2023_Q4,"9 - 68155, CASBNS - 68296, HRSBNS - 69193, NORMAL - 68155"
GAMF_FY2024_Q1,"9 - 70133, NORMAL - 70133"
GAMF_FY2024_Q2,"9 - 72261, CASBNS - 72261, NORMAL - 72261"
GAMF_FY2024_Q4,"9 - 76077, CASBNS - 76077, HRSBNS - 76970, NORMAL - 76077"
GAMR_FY2022_Q1,"9 - 59489, HRSBNS - 60413, NORMAL - 59489"
GAMR_FY2023_Q1,"9 - 64252, CASBNS - 65576, NORMAL - 64252"
GAMR_FY2023_Q2,"9 - 65641, CASBNS - 65776, NORMAL - 65641"
GAMR_FY2023_Q3,"9 - 66981, CASBNS - 66981, NORMAL - 67050"
GAMR_FY2023_Q4,"9 - 68156, CASBNS - 68297, NORMAL - 68156"
GAMR_FY2024_Q1,"9 - 70134, NORMAL - 70134"
GAMR_FY2024_Q2,"9 - 72262, CASBNS - 72262, NORMAL - 72262"
GAMR_FY2024_Q4,"9 - 76078, CASBNS - 76078, HRSBNS - 76971, NORMAL - 76078"
GOWM_FY2022_Q2,"9 - 60560, AL - 60757, LOADING - 60757, NORMAL - 60560, PH - 60576"
GOWM_FY2022_Q3,"9 - 61611, AL - 61611, HRSBNS - 61611, LOADING - 61611, NORMAL - 61699, PH - 61611, SL - 62552"
GOWM_FY2022_Q4,"9 - 62972, NORMAL - 62972, PH - 63119"
GOWM_FY2023_Q1,"9 - 64312, AL - 64422, LOADING - 64422, NORMAL - 64312, PH - 65090"
GOWM_FY2023_Q2,"9 - 65699, AL - 66127, HRSBNS - 66847, LOADING - 66127, NORMAL - 65699, PH - 65723"
GOWM_FY2023_Q3,"9 - 66942, AL - 66942, LOADING - 66942, NORMAL - 67109, PH - 66942"
GOWM_FY2023_Q4,"9 - 68134, AL - 68134, LOADING - 68134, NORMAL - 68134, PH - 68299"
GOWM_FY2024_Q1,"9 - 70193, AL - 71965, LOADING - 71965, NORMAL - 70193, PH - 71524, SL - 70193"
GOWM_FY2024_Q2,"9 - 72264, AL - 72683, HRSBNS - 74045, LOADING - 72683, NORMAL - 72264, PH - 72264, SL - 73488"
GOWM_FY2024_Q3,"9 - 74213, AL - 74270, LOADING - 74270, NORMAL - 74213, PH - 74213"
GOWM_FY2024_Q4,"9 - 76079, AL - 76576, LOADING - 76576, NORMAL - 76079, PH - 76079"
HALS_FY2022_Q2,"9 - 60512, NORMAL - 60512"
HALS_FY2022_Q3,"9 - 61645, CASBNS - 61645, NORMAL - 61645, PH - 62014"
HALS_FY2022_Q4,"9 - 62920, AL - 64125, LOADING - 64125, NORMAL - 62920, PH - 63138"
HALS_FY2023_Q1,"9 - 64259, NORMAL - 64259, PH - 65112, SL - 64356"
HALS_FY2023_Q2,"9 - 65645, AL - 66872, LOADING - 66872, NORMAL - 65645, PH - 65743"
HALS_FY2023_Q3,"9 - 66986, AL - 66986, LOADING - 66986, NORMAL - 67055, PH - 66986, SL - 67195"
HALS_FY2023_Q4,"9 - 68161, AL - 68646, LOADING - 68646, NORMAL - 68161, PH - 68303"
HALS_FY2024_Q1,"9 - 70139, NORMAL - 70139, PH - 71527, SL - 70139"
HALS_FY2024_Q2,"9 - 72267, AL - 73483, LOADING - 73483, NORMAL - 72267, PH - 72267"
HALS_FY2024_Q3,"9 - 74151, AL - 74151, LOADING - 74151, NORMAL - 74151, PH - 74151, SL - 75661"
HALS_FY2024_Q4,"9 - 76081, AL - 76490, LOADING - 76490, NORMAL - 76081, PH - 76081, SL - 76972"
HANM_FY2024_Q4,"9 - 76319, NORMAL - 76319"
HARJ_FY2024_Q1,"9 - 70140, NORMAL - 70140, PH - 71528, SL - 70903"
HARJ_FY2024_Q2,"9 - 72268, AL - 73976, LOADING - 73976, NORMAL - 72268, PH - 72268, SL - 72268"
HARJ_FY2024_Q3,"9 - 74152, AL - 74152, LOADING - 74152, NORMAL - 74152, PH - 74152"
HARJ_FY2024_Q4,"9 - 76082, AL - 76082, LOADING - 76082, NORMAL - 76186, PH - 76082, SL - 76082"
HILJ_FY2024_Q4,"9 - 76930, NORMAL - 76930, SL - 77548"
INGP_FY2023_Q1,"9 - 64264, AL - 65186, LOADING - 65186, NORMAL - 64264, PH - 65091"
INGP_FY2023_Q2,"9 - 65649, AL - 66848, LOADING - 66848, NORMAL - 65649, PH - 65724"
INGP_FY2023_Q3,"9 - 66943, AL - 66943, LOADING - 66943, NORMAL - 67059, PH - 66943, SL - 67457"
INGP_FY2023_Q4,"9 - 68167, AL - 68622, LOADING - 68622, NORMAL - 68167, PH - 68309"
INGP_FY2024_Q1,"9 - 70144, AL - 71628, LOADING - 71628, NORMAL - 70144, PH - 71532, SL - 70144"
INGP_FY2024_Q2,"9 - 72270, AL - 73978, LOADING - 73978, NORMAL - 72270, PH - 72270, SL - 72490"
INGP_FY2024_Q3,"9 - 74153, AL - 74153, LOADING - 74153, NORMAL - 74276, PH - 74153, SL - 75513"
INGP_FY2024_Q4,"9 - 76084, AL - 76084, LOADING - 76084, NORMAL - 76084, PH - 76084, SL - 76808"
JACG_FY2022_Q2,"9 - 60518, CASBNS - 60605, MEAL4 - 61115, NORMAL - 60518"
JACG_FY2024_Q4,"9 - 76085, NORMAL - 76085, PH - 76085"
JENB_FY2023_Q4,"9 - 68169, CASBNS - 68687, NORMAL - 68169"
JENB_FY2024_Q4,"9 - 76087, CASBNS - 76087, NORMAL - 76087"
JENG_FY2024_Q2,"9 - 72273, CASBNS - 73981, NORMAL - 72273"
JENG_FY2024_Q4,"9 - 76088, CASBNS - 76088, NORMAL - 76088"
JOHB_FY2022_Q4,"9 - 63661, NORMAL - 63661"
JOHB_FY2023_Q1,"9 - 64267, CASBNS - 65582, NORMAL - 64267"
JOHB_FY2023_Q2,"9 - 65652, AL - 66876, LOADING - 66876, NORMAL - 65652, PH - 65746, SL - 66678"
JOHB_FY2023_Q3,"9 - 66992, AL - 66992, LOADING - 66992, NORMAL - 67062, PH - 66992"
JOHB_FY2023_Q4,"9 - 68171, AL - 68828, LOADING - 68828, MEAL4 - 69058, NORMAL - 68171, PH - 68313, SL - 68171"
JOHB_FY2024_Q1,"9 - 70148, NORMAL - 70148, PH - 71537, SL - 70148"
JOHB_FY2024_Q2,"9 - 72274, AL - 73982, LOADING - 73982, NORMAL - 72274, PH - 72274, SL - 72661"
JOHB_FY2024_Q3,"9 - 74157, AL - 74157, LOADING - 74157, NORMAL - 74280, PH - 74157, SL - 74891"
JOHB_FY2024_Q4,"9 - 76089, AL - 77238, LOADING - 77238, NORMAL - 76089, PH - 76089, SL - 76089"
JOND_FY2022_Q1,"9 - 60021, NORMAL - 60021"
JOND_FY2022_Q2,"9 - 60520, CASBNS - 60607, NORMAL - 60520"
JOND_FY2022_Q3,"9 - 61652, CASBNS - 61652, NORMAL - 61940"
JOND_FY2022_Q4,"9 - 62927, CASBNS - 63178, NORMAL - 62927"
JOND_FY2023_Q4,"9 - 68172, CASBNS - 68314, MEAL4 - 69249, NORMAL - 68172"
JOND_FY2024_Q4,"9 - 76090, CASBNS - 76090, NORMAL - 76090"
JONK_FY2024_Q4,"9 - 76931, NORMAL - 76931, SL - 77241"
KELC_FY2023_Q1,"9 - 64570, NORMAL - 64570, PH - 65550"
KELC_FY2023_Q2,"9 - 65655, AL - 66679, LOADING - 66679, NORMAL - 65655, PH - 65749, SL - 66490"
KELC_FY2023_Q3,"9 - 66994, NORMAL - 67064, PH - 66994, SL - 67265"
KELC_FY2023_Q4,"9 - 68173, AL - 68423, LOADING - 68423, NORMAL - 68173, PH - 68316, SL - 69704"
KELC_FY2024_Q1,"9 - 70150, AL - 70430, LOADING - 70430, NORMAL - 70150, SL - 70300"
KELC_FY2024_Q2,"9 - 72276, AL - 72276, LOADING - 72276, NORMAL - 72276, PH - 72276, SL - 73035"
KELC_FY2024_Q3,"9 - 74214, AL - 74214, LOADING - 74214, NORMAL - 74282, PH - 74214, SL - 74484"
KELC_FY2024_Q4,"9 - 76091, AL - 76328, LOADING - 76328, NORMAL - 76091, PH - 76091, SL - 76983"
KERJ_FY2022_Q2,"9 - 60521, CASBNS - 60608, HRSBNS - 61118, NORMAL - 60521, PL-VACC - 61373"
KERJ_FY2022_Q3,"9 - 61653, CASBNS - 61653, HRSBNS - 62831, NORMAL - 61653"
KERJ_FY2022_Q4,"9 - 62929, CASBNS - 63179, HRSBNS - 62929, NORMAL - 62929"
KERJ_FY2023_Q3,"9 - 66995, CASBNS - 66995, NORMAL - 67065"
KERJ_FY2024_Q3,"9 - 74159, CASBNS - 74159, NORMAL - 74283"
KERJ_FY2024_Q4,"9 - 76092, CASBNS - 76092, NORMAL - 76092"
KIEJ_FY2024_Q4,"9 - 76197, NORMAL - 76197"
LABJ_FY2023_Q4,"9 - 68426, NORMAL - 68426, PH - 68708"
LABJ_FY2024_Q1,"9 - 70152, NORMAL - 70152"
LABJ_FY2024_Q4,"9 - 76093, CASBNS - 76093, NORMAL - 76093"
LEID_FY2024_Q2,"9 - 72279, CASBNS - 73986, NORMAL - 72279"
LEID_FY2024_Q4,"9 - 76094, CASBNS - 76094, NORMAL - 76094"
LOHJ_FY2023_Q1,"9 - 64271, NORMAL - 64271, PH - 65118"
LOHJ_FY2023_Q2,"9 - 65657, NORMAL - 65657, PH - 65750"
LOHJ_FY2023_Q3,"9 - 66996, AL - 67521, LOADING - 67521, NORMAL - 67067, PH - 66996"
LOHJ_FY2023_Q4,"9 - 68235, NORMAL - 68235, PH - 68319"
LOHJ_FY2024_Q1,"9 - 70153, NORMAL - 70153, PH - 71544"
LOHJ_FY2024_Q2,"9 - 72281, AL - 72502, LOADING - 72502, NORMAL - 72281, PH - 72281, SL - 73628"
LOHJ_FY2024_Q3,"9 - 74162, AL - 74162, LOADING - 74162, NORMAL - 74286, PH - 74162, SL - 74780"
LOHJ_FY2024_Q4,"9 - 76095, NORMAL - 76095, PH - 76095, SL - 76820"
LYOJ_FY2022_Q1,"9 - 59496, NORMAL - 59496, PH - 60101, SL - 60160"
LYOJ_FY2022_Q2,"9 - 60522, AL - 60609, LOADING - 60609, MEAL4 - 61120, NORMAL - 60522, PH - 60609, SL - 60522"
LYOJ_FY2022_Q3,"9 - 61654, AL - 61654, LOADING - 61654, NORMAL - 61654, PH - 61654, SL - 61894"
LYOJ_FY2022_Q4,"9 - 62891, AL - 62891, LOADING - 62891, NORMAL - 62891"
MACK_FY2023_Q3,"9 - 67095, NORMAL - 67095"
MACK_FY2023_Q4,"9 - 68177, CASBNS - 68428, NORMAL - 68177, PH - 68653"
MACK_FY2024_Q1,"9 - 70154, AL - 72117, LOADING - 72117, NORMAL - 70154, PH - 71545"
MACK_FY2024_Q2,"9 - 72282, AL - 73988, LOADING - 73988, NORMAL - 72282, PH - 72282"
MACK_FY2024_Q3,"9 - 74163, AL - 74163, LOADING - 74163, NORMAL - 74287, PH - 74163"
MACK_FY2024_Q4,"9 - 76096, NORMAL - 76096, PH - 76096"
MANI_FY2023_Q3,"9 - 67392, NORMAL - 67392"
MANI_FY2023_Q4,"9 - 68178, AL - 69512, LOADING - 69512, NORMAL - 68178, PH - 68321, SL - 69395"
MANI_FY2024_Q1,"9 - 70155, NORMAL - 70155, PH - 71546, SL - 71396"
MANI_FY2024_Q2,"9 - 72283, AL - 72374, BEREAVE - 72828, LOADING - 72374, NORMAL - 72283, PH - 72283, SL - 73630"
MANI_FY2024_Q3,"9 - 74164, AL - 74164, LOADING - 74164, NORMAL - 74288, PH - 74164, SL - 75982"
MANI_FY2024_Q4,"9 - 76097, NORMAL - 76097, PH - 76097, SL - 77563"
MARI_FY2022_Q1,"9 - 60212, NORMAL - 60212"
MARI_FY2022_Q2,"9 - 60562, NORMAL - 60562, PH - 60577"
MARI_FY2022_Q3,"9 - 61613, AL - 61613, HRSBNS - 61613, LOADING - 61613, NORMAL - 61613, PH - 61613"
MARI_FY2022_Q4,"9 - 62973, NORMAL - 62973, PH - 63122, SL - 63973"
MARI_FY2023_Q1,"9 - 64314, AL - 65408, LOADING - 65408, NORMAL - 64314, PH - 65093"
MARI_FY2023_Q2,"9 - 65701, AL - 66851, HRSBNS - 66851, LOADING - 66851, NORMAL - 65701, PH - 65726"
MARI_FY2023_Q3,"9 - 66946, AL - 67727, LOADING - 67727, NORMAL - 66946, PH - 66946, SL - 68034"
MARI_FY2024_Q1,"9 - 70249, AL - 70790, LOADING - 70790, NORMAL - 70249, PH - 71547"
MARI_FY2024_Q2,"9 - 72284, AL - 74046, HRSBNS - 74046, LOADING - 74046, NORMAL - 72284, PH - 72284, SL - 73895"
MARI_FY2024_Q3,"9 - 74216, AL - 74216, LOADING - 74216, NORMAL - 74362, PH - 74216, SL - 74643"
MARI_FY2024_Q4,"9 - 76098, NORMAL - 76098, PH - 76098"
MCAA_FY2023_Q2,"9 - 65658, AL - 66852, LOADING - 66852, NORMAL - 65658, PH - 65727"
MCAA_FY2023_Q3,"9 - 66947, AL - 66947, LOADING - 66947, NORMAL - 67068, PH - 66947"
MCAA_FY2023_Q4,"9 - 68179, MEAL4 - 70005, NORMAL - 68179, PH - 68323"
MCAA_FY2024_Q2,"9 - 72285, AL - 73990, HRSBNS - 73990, LOADING - 73990, NORMAL - 72285, PH - 72285"
MCAA_FY2024_Q3,"9 - 74217, AL - 74217, LOADING - 74217, NORMAL - 74293, PH - 74217"
MCAA_FY2024_Q4,"9 - 76099, AL - 76099, LOADING - 76099, NORMAL - 76099, PH - 76099, SL - 76204"
MCAI_FY2022_Q3,"9 - 61655, NORMAL - 61655"
MCAI_FY2023_Q2,"9 - 65659, CASBNS - 65783, HRSBNS - 66074, NORMAL - 65659"
MCAI_FY2023_Q4,"9 - 68180, CASBNS - 68324, NORMAL - 68180"
MCAI_FY2024_Q2,"9 - 72286, CASBNS - 72286, NORMAL - 72286"
MCAI_FY2024_Q3,"9 - 74165, CASBNS - 74165, NORMAL - 74493"
MCAI_FY2024_Q4,"9 - 76100, CASBNS - 76100, NORMAL - 76100"
MCKK_FY2022_Q3,"9 - 61948, NORMAL - 61948"
MCKK_FY2022_Q4,"9 - 62935, NORMAL - 62935, PH - 63144, SL - 63750"
MCKK_FY2023_Q1,"9 - 64276, AL - 64811, LOADING - 64811, NORMAL - 64276, PH - 65120, SL - 64372"
MCKK_FY2023_Q2,"9 - 65662, AL - 66880, LOADING - 66880, NORMAL - 65662, PH - 65752, SL - 66394"
MCKK_FY2023_Q3,"9 - 67000, AL - 67000, LOADING - 67000, NORMAL - 67071, PH - 67000"
MCKK_FY2023_Q4,"9 - 68236, AL - 69715, LOADING - 69715, MEAL4 - 69219, NORMAL - 68236, PH - 68327, SL - 68327"
MCKK_FY2024_Q1,"9 - 70160, AL - 71800, LOADING - 71800, MEAL4 - 70310, NORMAL - 70160, PH - 71552, SL - 71266"
MCKK_FY2024_Q2,"9 - 72288, AL - 73504, LOADING - 73504, NORMAL - 72288, PH - 72288, SL - 73210"
MCKK_FY2024_Q3,"9 - 74168, AL - 74168, LOADING - 74168, NORMAL - 74292, PH - 74168"
MCKK_FY2024_Q4,"9 - 76102, AL - 76511, LOADING - 76511, NORMAL - 76102, PH - 76102"
MERJ_FY2024_Q4,"9 - 76103, AL - 77701, CASBNS - 76512, LOADING - 77701, NORMAL - 76103, SL - 77253"
NELJ_FY2022_Q1,"9 - 59525, NORMAL - 59525, PH - 60064"
NELJ_FY2022_Q2,"9 - 60563, NORMAL - 60563, PH - 60578"
NELJ_FY2022_Q3,"9 - 61614, AL - 61614, HRSBNS - 61614, LOADING - 61614, NORMAL - 61614, PH - 61614"
NELJ_FY2022_Q4,"9 - 62974, NORMAL - 62974, PH - 63124"
NELJ_FY2023_Q1,"9 - 64315, BEREAVE - 65027, NORMAL - 64315, PH - 65097"
NELJ_FY2023_Q2,"9 - 65702, AL - 66853, HRSBNS - 66853, LOADING - 66853, NORMAL - 65702, PH - 65728"
NELJ_FY2023_Q3,"9 - 66948, AL - 66948, LOADING - 66948, NORMAL - 67112, PH - 66948"
NELJ_FY2023_Q4,"9 - 68253, NORMAL - 68253, PH - 68329, SL - 69594"
NELJ_FY2024_Q1,"9 - 70250, NORMAL - 70250, PH - 71554"
NELJ_FY2024_Q2,"9 - 72290, AL - 72835, HRSBNS - 74048, LOADING - 72835, NORMAL - 72290, PH - 72290"
NELJ_FY2024_Q3,"9 - 74219, AL - 74219, LOADING - 74219, NORMAL - 74329, PH - 74219"
NELJ_FY2024_Q4,"9 - 76105, NORMAL - 76105, PH - 76105"
NICR_FY2023_Q3,"9 - 67676, NORMAL - 67676"
NICR_FY2023_Q4,"9 - 68185, NORMAL - 68185"
NICR_FY2024_Q1,"9 - 70162, AL - 70442, LOADING - 70442, NORMAL - 70162, PH - 71555, SL - 71402"
NICR_FY2024_Q2,"9 - 72291, AL - 73996, LOADING - 73996, NORMAL - 72291, PH - 72291, SL - 73506"
NICR_FY2024_Q3,"9 - 74170, AL - 74170, LOADING - 74170, NORMAL - 74170, PH - 74170, SL - 74498"
NICR_FY2024_Q4,"9 - 76106, AL - 76997, LOADING - 76997, NORMAL - 76106, PH - 76106, SL - 76343"
NIES_FY2024_Q4,"9 - 76461, NORMAL - 76461, PH - 76461"
NOWD_FY2022_Q3,"9 - 61887, NORMAL - 61887, PH - 62002"
NOWD_FY2022_Q4,"9 - 62975, NORMAL - 62975, PH - 63125"
NOWD_FY2023_Q1,"9 - 64227, AL - 64227, LOADING - 64227, NORMAL - 64227, PH - 65098"
NOWD_FY2023_Q2,"9 - 65613, AL - 65613, HRSBNS - 65906, LOADING - 65613, NORMAL - 65613, PH - 65729, SL - 66546"
NOWD_FY2023_Q3,"9 - 66949, AL - 66949, LOADING - 66949, NORMAL - 66949, PH - 66949, SL - 66949"
NOWD_FY2023_Q4,"9 - 68254, NORMAL - 68254, PH - 68330, SL - 69403"
NOWD_FY2024_Q1,"9 - 70251, AL - 71214, LOADING - 71214, NORMAL - 70251, PH - 71556"
NOWD_FY2024_Q2,"9 - 72292, AL - 73348, LOADING - 73348, NORMAL - 72292, PH - 72292"
NOWD_FY2024_Q3,"9 - 74220, AL - 74220, LOADING - 74220, NORMAL - 74364, PH - 74220, SL - 74499"
NOWD_FY2024_Q4,"9 - 76107, AL - 76210, LOADING - 76210, NORMAL - 76107, PH - 76107"
NUAG_FY2022_Q1,"9 - 59526, AL - 60308, LOADING - 60308, NORMAL - 59526, PH - 60065"
NUAG_FY2022_Q2,"9 - 60482, AL - 60482, LOADING - 60482, NORMAL - 60482, PH - 60579"
NUAG_FY2022_Q3,"9 - 61615, AL - 61615, HRSBNS - 61615, LOADING - 61615, NORMAL - 61615, PH - 61615"
NUAG_FY2022_Q4,"9 - 62976, AL - 62981, LOADING - 62981, NORMAL - 62976, PH - 63109, SL - 63594"
NUAG_FY2023_Q1,"9 - 64228, AL - 64228, LOADING - 64228, NORMAL - 64228, PH - 65099, SL - 64815"
NUAG_FY2023_Q2,"9 - 65614, AL - 65614, HRSBNS - 66855, LOADING - 65614, NORMAL - 65614, PH - 65730"
NUAG_FY2023_Q3,"9 - 66950, AL - 66950, LOADING - 66950, NORMAL - 67026, PH - 66950, SL - 67120"
NUAG_FY2023_Q4,"9 - 68255, NORMAL - 68255, PH - 68331"
NUAG_FY2024_Q1,"9 - 70252, AL - 70798, LOADING - 70798, NORMAL - 70252, PH - 71557"
NUAG_FY2024_Q2,"9 - 72293, AL - 74050, HRSBNS - 74050, LOADING - 74050, NORMAL - 72293, PH - 72293"
NUAG_FY2024_Q3,"9 - 74221, AL - 74296, LOADING - 74221, NORMAL - 74221, PH - 74221"
NUAG_FY2024_Q4,"9 - 76108, AL - 76108, LOADING - 76108, NORMAL - 76108, PH - 76108"
OBRA_FY2024_Q2,"9 - 73944, NORMAL - 73944, PH - 74061"
OBRA_FY2024_Q3,"9 - 74232, NORMAL - 74365, PH - 74232, SL - 74908"
OBRA_FY2024_Q4,"9 - 76109, NORMAL - 76109, PH - 76109, SL - 76829"
PEND_FY2022_Q2,"9 - 60527, CASBNS - 60612, NORMAL - 60527"
PEND_FY2023_Q1,"9 - 64279, AL - 64375, LOADING - 64375, NORMAL - 64279, PH - 65096, SL - 64707"
PEND_FY2023_Q2,"9 - 65665, AL - 66547, LOADING - 66547, NORMAL - 65665, PH - 65731, SL - 66369"
PEND_FY2023_Q3,"9 - 66951, AL - 66951, LOADING - 66951, NORMAL - 67073, PH - 66951, SL - 67884"
PEND_FY2023_Q4,"9 - 68186, AL - 68630, LOADING - 68630, NORMAL - 68186, PH - 68333, SL - 68883"
PEND_FY2024_Q2,"9 - 72294, AL - 72512, LOADING - 72512, NORMAL - 72294, PH - 72294"
PEND_FY2024_Q3,"9 - 74222, AL - 74222, LOADING - 74222, NORMAL - 74297, PH - 74222, SL - 75043"
PEND_FY2024_Q4,"9 - 76110, AL - 77704, LOADING - 77704, NORMAL - 76110, PH - 76110, SL - 77421"
PRIM_FY2022_Q4,"9 - 62977, NORMAL - 62977, PH - 63127"
PRIM_FY2023_Q1,"9 - 64316, NORMAL - 64316, PH - 65100"
PRIM_FY2023_Q2,"9 - 65666, AL - 66857, LOADING - 66857, NORMAL - 65666, PH - 65732, SL - 66177"
PRIM_FY2023_Q3,"9 - 66952, AL - 66952, LOADING - 66952, NORMAL - 67114, PH - 66952"
PURT_FY2022_Q2,"9 - 60641, NORMAL - 60641"
PURT_FY2022_Q3,"9 - 61616, AL - 61616, LOADING - 61616, NORMAL - 61616, PH - 61616, SL - 62006"
PURT_FY2022_Q4,"9 - 62978, AL - 63303, LOADING - 63303, NORMAL - 62978, PH - 63128, SL - 64072"
PURT_FY2023_Q1,"9 - 64317, NORMAL - 64317, PH - 65101"
PURT_FY2023_Q2,"9 - 65703, AL - 65706, LOADING - 65706, NORMAL - 65703, PH - 65706"
PURT_FY2023_Q3,"9 - 66953, AL - 66953, LOADING - 66953, NORMAL - 67115, PH - 66953, SL - 68036"
PURT_FY2023_Q4,"9 - 68256, AL - 68821, LOADING - 68821, NORMAL - 68256, PH - 68334"
PURT_FY2024_Q1,"9 - 70253, AL - 72125, NORMAL - 70253, PH - 71559"
PURT_FY2024_Q2,"9 - 72295, AL - 74051, HRSBNS - 74051, LOADING - 74051, NORMAL - 72295, PH - 72295, SL - 73894"
PURT_FY2024_Q3,"9 - 74223, AL - 74223, LOADING - 74223, NORMAL - 74366, PH - 74223, SL - 75216"
PURT_FY2024_Q4,"9 - 76111, AL - 76450, LOADING - 76450, NORMAL - 76111, PH - 76111, SL - 76604"
RATC_FY2022_Q3,"9 - 62130, NORMAL - 61952"
RATC_FY2022_Q4,"9 - 62939, AL - 63499, LOADING - 63499, NORMAL - 62939, PH - 63146, SL - 63247"
REAB_FY2023_Q2,"9 - 66595, NORMAL - 66595"
REAJ_FY2022_Q4,"9 - 64074, NORMAL - 63976"
REAJ_FY2023_Q1,"9 - 64280, CASBNS - 65587, MEAL4 - 64583, NORMAL - 64280"
REAJ_FY2023_Q2,"9 - 65667, AL - 66881, LOADING - 66881, NORMAL - 65667, PH - 65708, SL - 66596"
REAJ_FY2023_Q3,"9 - 67002, AL - 67002, LOADING - 67002, NORMAL - 67075, PH - 67002, SL - 67374"
REAJ_FY2023_Q4,"9 - 68187, AL - 69405, LOADING - 69405, MEAL4 - 69064, NORMAL - 68187, PH - 68335, SL - 69405"
REAJ_FY2024_Q1,"9 - 70164, AL - 72126, LOADING - 72126, MEAL4 - 70314, NORMAL - 70164, PH - 71560, SL - 71560"
REAJ_FY2024_Q2,"9 - 72296, AL - 72705, LOADING - 72705, NORMAL - 72296, PH - 72296, SL - 72838"
REAJ_FY2024_Q3,"9 - 74171, AL - 74171, LOADING - 74171, NORMAL - 74298, PH - 74171, SL - 75831"
REAJ_FY2024_Q4,"9 - 76112, AL - 76605, LOADING - 76605, NORMAL - 76112, PH - 76112, SL - 77140"
RIDL_FY2022_Q4,"9 - 62940, NORMAL - 62940, PH - 63147, SL - 64182"
