QtrEMPLID,Paycode_Entry
CHOS_FY2024_Q2,"9_11.0 % Super Guarante - 72238, AL_Annual Leave - 73003, BPAY_Backpay - 72648, LOADING_ANNUAL LEAVE LOADING - 73003, NORMAL_Normal - 72238, PH_Public Holiday - 72238, SL_Sick Leave - 72335, TAFE_Staff Training Day - 72335"
CHOS_FY2024_Q3,"9_11.0 % Super Guarante - 74129, NORMAL_Normal - 74244, PH_Public Holiday - 74129, SL_Sick Leave - 74244, TAFE_Staff Training Day - 75310, WCOMP-EX_Workers Comp Excess - 75487"
CHOS_FY2024_Q4,"9_11.0 % Super Guarante - 76052, 9_11.5 % Super Guarante - 77657, AL_Annual Leave - 76161, LOADING_ANNUAL LEAVE LOADING - 76161, NORMAL_Normal - 76052, PH_Public Holiday - 76052, SL_Sick Leave - 76780"
CLAB_FY2023_Q4,"9_10.5 % Super Guarantee - 69525, EXTRA_Additional Hours - 69525, NORMAL_Normal - 69525"
CLAB_FY2024_Q1,"9_11.0 % Super Guarante - 70118, EXTRA_Additional Hours - 70118, NORMAL_Normal - 70118, PH_Public Holiday - 71499"
CLAB_FY2024_Q2,"9_11.0 % Super Guarante - 72239, AL_Annual Leave - 73955, LOADING_ANNUAL LEAVE LOADING - 73955, NORMAL_Normal - 72239, PH_Public Holiday - 72239, SL_Sick Leave - 72788"
CLAB_FY2024_Q3,"9_11.0 % Super Guarante - 74130, AL_Annual Leave - 74130, LOADING_ANNUAL LEAVE LOADING - 74130, NORMAL_Normal - 74245, PH_Public Holiday - 74130, TAFE_Staff Training Day - 74741"
CLAB_FY2024_Q4,"9_11.0 % Super Guarante - 76053, 9_11.5 % Super Guarante - 77658, NORMAL_Normal - 76053, PH_Public Holiday - 76053, TAFE_Staff Training Day - 76297"
COLD_FY2024_Q2,"9_11.0 % Super Guarante - 73302, EXTRA_Additional Hours - 73302, NORMAL_Normal - 73302"
COLD_FY2024_Q3,"9_11.0 % Super Guarante - 74131, CASBNS_Casual Bonus - 74131, EXTRA_Additional Hours - 74131, NORMAL_Normal - 74131, PH_Public Holiday - 74597"
COLD_FY2024_Q4,"9_11.0 % Super Guarante - 76054, 9_11.5 % Super Guarante - 77659, CASBNS_Casual Bonus - 76054, EXTRA_Additional Hours - 76054, NORMAL_Normal - 76054"
COLJ_FY2022_Q1,"9_10% Super Guarantee - 59521, AL_Annual Leave - 60222, LOADING_LEAVE LOADING 17.5% - 60222, NORMAL_Normal - 59521, PH_Public Holiday - 60059, SS JC_SS Sacrifice $100 - 59521"
COLJ_FY2022_Q2,"9_10% Super Guarantee - 60483, AL_Annual Leave - 60483, LOADING_LEAVE LOADING 17.5% - 60483, NORMAL_Normal - 60483, PH_Public Holiday - 60573, SACRIFIC_Super Salary Sacrifice - 61250, SL_Personal Leave - 60879, SS JC_SS Sacrifice $100 - 60483"
COLJ_FY2022_Q3,"9_10% Super Guarantee - 61608, AL_Annual Leave - 61608, HRSBNS_Bonus By Hours - 61608, LOADING_ANNUAL LEAVE LOADING - 62405, LOADING_LEAVE LOADING 17.5% - 61608, NORMAL_Normal - 61608, PH_Public Holiday - 61608, SACRIFIC_Super Salary Sacrifice - 61608, SL_Sick Leave - 61995"
COLJ_FY2022_Q4,"9_10% Super Guarantee - 62970, AL_Annual Leave - 63302, LOADING_ANNUAL LEAVE LOADING - 63302, NORMAL_Normal - 62970, PH_Public Holiday - 63116, SACRIFIC_Super Salary Sacrifice - 62970"
COLJ_FY2023_Q1,"9_10.5 % Super Guarantee - 64308, AL_Annual Leave - 65185, LOADING_ANNUAL LEAVE LOADING - 65185, NORMAL_Normal - 64308, PH_Public Holiday - 65085, SACRIFIC_Super Salary Sacrifice - 64308"
COLJ_FY2023_Q2,"9_10.5 % Super Guarantee - 65612, AL_Annual Leave - 65612, HRSBNS_Bonus By Hours - 66842, LOADING_ANNUAL LEAVE LOADING - 65612, NORMAL_Normal - 65612, PH_Public Holiday - 65718, SACRIFIC_Super Salary Sacrifice - 65612"
COLJ_FY2023_Q3,"9_10.5 % Super Guarantee - 66937, NORMAL_Normal - 66937, PH_Public Holiday - 66937, SACRIFIC_Super Salary Sacrifice - 66937"
COLJ_FY2023_Q4,"9_10.5 % Super Guarantee - 68247, AL_Annual Leave - 69672, LOADING_ANNUAL LEAVE LOADING - 69672, NORMAL_Normal - 68247, PH_Public Holiday - 68277, SACRIFIC_Super Salary Sacrifice - 68247, SL_Sick Leave - 68836"
COLJ_FY2024_Q1,"9_11.0 % Super Guarante - 70245, AL_Annual Leave - 71966, BEREAVE_Bereavement Leave - 70268, LOADING_ANNUAL LEAVE LOADING - 71966, NORMAL_Normal - 70245, PH_Public Holiday - 71500, SACRIFIC_Super Salary Sacrifice - 70245, SL_Sick Leave - 70268"
COLJ_FY2024_Q2,"9_11.0 % Super Guarante - 72240, AL_Annual Leave - 74037, HRSBNS_Bonus By Hours - 74037, LOADING_ANNUAL LEAVE LOADING - 74037, NORMAL_Normal - 72240, PH_Public Holiday - 72240"
COLJ_FY2024_Q3,"9_11.0 % Super Guarante - 74205, AL_Annual Leave - 74205, LOADING_ANNUAL LEAVE LOADING - 74205, NORMAL_Normal - 74205, PH_Public Holiday - 74205"
COLJ_FY2024_Q4,"9_11.0 % Super Guarante - 76055, 9_11.5 % Super Guarante - 77741, NORMAL_Normal - 76055, PH_Public Holiday - 76055, WCOMP-EX_Workers Comp Excess - 76677"
CORG_FY2022_Q1,"9_Super Guarantee - 9931, NORMAL_Normal - 9931, PH_Public Holiday - 9935, SS_Salary Sacrifice Super - 9931"
CORG_FY2022_Q2,"9_Super Guarantee - 9950, AL_Annual Leave - 9960, LOAD_Leave Loading - 9960, NORMAL_Normal - 9950, PH_Public Holiday - 9950, SS_Salary Sacrifice Super - 9950"
CORG_FY2022_Q3,"9_Super Guarantee - 9965, AL_Annual Leave - 9969, BONUS_BONUS - 9965, LOAD_Leave Loading - 9969, NORMAL_Normal - 9965, PH_Public Holiday - 9965, SS_Salary Sacrifice Super - 9965"
CORG_FY2022_Q4,"9_Super Guarantee - 9980, NORMAL_Normal - 9980, PH_Public Holiday - 9980, SS_Salary Sacrifice Super - 9980"
CORG_FY2023_Q1,"9_Super Guarantee - 9999, AL_Annual Leave - 9999, LOAD_Leave Loading - 9999, NORMAL_Normal - 9999, PH_Public Holiday - 10008, SS_Salary Sacrifice Super - 9999"
CORG_FY2023_Q2,"9_Super Guarantee - 10016, NORMAL_Normal - 10016, PH_Public Holiday - 10016, SS_Salary Sacrifice Super - 10016"
CORG_FY2023_Q3,"9_Super Guarantee - 10028, BONUS_BONUS - 10028, NORMAL_Normal - 10028, PH_Public Holiday - 10028, SS_Salary Sacrifice Super - 10028, SUPER_Value - Super - 10028"
CORG_FY2023_Q4,"9_Super Guarantee - 10040, NORMAL_Normal - 10040, PH_Public Holiday - 10040, SS_Salary Sacrifice Super - 10040"
CORG_FY2024_Q1,"9_Super Guarantee - 10053, AL_Annual Leave - 10057, LOAD_Leave Loading - 10057, NORMAL_Normal - 10053, PH_Public Holiday - 10061, SS_Salary Sacrifice Super - 10053"
CORG_FY2024_Q2,"9_Super Guarantee - 10065, NORMAL_Normal - 10065, PH_Public Holiday - 10065, SS_Salary Sacrifice Super - 10065"
CORG_FY2024_Q3,"9_Super Guarantee - 10076, BONUS_BONUS - 10076, NORMAL_Normal - 10076, PH_Public Holiday - 10076, SS_Salary Sacrifice Super - 10076, SUPER_Value - Super - 10076"
CORG_FY2024_Q4,"9_Super Guarantee - 10097, NORMAL_Normal - 10097, PH_Public Holiday - 10097, SS_Salary Sacrifice Super - 10097"
CRIJA_FY2024_Q1,"CBUS_CBUS Superannuation - 70566, EXTRA_Additional Hours - 70566, NORMAL_Normal - 70566"
CRIJA_FY2024_Q2,"CASBNS_Casual Bonus - 73958, CBUS_CBUS Superannuation - 72243, EXTRA_Additional Hours - 72243, NORMAL_Normal - 72243"
CRIJA_FY2024_Q3,"AL_Annual Leave - 74455, CASBNS_Casual Bonus - 74133, CBUS_CBUS Superannuation - 74133, EXTRA_Additional Hours - 74744, LOADING_ANNUAL LEAVE LOADING - 74455, NORMAL_Normal - 74744, PH_Public Holiday - 74744, SL_Sick Leave - 74372"
CRIJA_FY2024_Q4,"CASBNS_Casual Bonus - 76056, CBUS_CBUS Superannuation - 76056, EXTRA_Additional Hours - 76056, NORMAL_Normal - 76056, PH_Public Holiday - 76678"
DARM_FY2024_Q3,"9_11.0 % Super Guarante - 74252, EXTRA_Additional Hours - 74252, NORMAL_Normal - 74252"
DARM_FY2024_Q4,"9_11.0 % Super Guarante - 76057, 9_11.5 % Super Guarante - 77661, EXTRA_Additional Hours - 76057, NORMAL_Normal - 76057, PH_Public Holiday - 76472"
DAYS_FY2022_Q1,"9_10% Super Guarantee - 59476, NORMAL_Normal - 59476, ORD_Ordinary - 59716"
DAYS_FY2022_Q2,"9_10% Super Guarantee - 60496, CASBNS_Casual Bonus - 60592, NORMAL_Normal - 60496, ORD_Ordinary - 60496, PL-VACC_Personal Leave vaccine - 61174"
DAYS_FY2022_Q3,"9_10% Super Guarantee - 61628, CASBNS_Casual Bonus - 61628, EXTRA_Additional Hours - 62418, NORMAL_Normal - 61628, ORD_Ordinary - 61772"
DAYS_FY2022_Q4,"9_10% Super Guarantee - 62902, CASBNS_Casual Bonus - 63161, EXTRA_Additional Hours - 62902, NORMAL_Normal - 62902"
DAYS_FY2023_Q1,"9_10.5 % Super Guarantee - 64239, CASBNS_Casual Bonus - 65566, EXTRA_Additional Hours - 64239, NORMAL_Normal - 64239"
DAYS_FY2023_Q2,"9_10.5 % Super Guarantee - 65626, CASBNS_Casual Bonus - 65766, EXTRA_Additional Hours - 65626, NORMAL_Normal - 65626"
DAYS_FY2023_Q3,"9_10.5 % Super Guarantee - 66966, CASBNS_Casual Bonus - 66966, EXTRA_Additional Hours - 67034, NORMAL_Normal - 67034"
DAYS_FY2023_Q4,"9_10.5 % Super Guarantee - 68280, CASBNS_Casual Bonus - 68280, EXTRA_Additional Hours - 68280, NORMAL_Normal - 68280"
DAYS_FY2024_Q1,"9_11.0 % Super Guarante - 70120, EXTRA_Additional Hours - 70120, NORMAL_Normal - 70120"
DAYS_FY2024_Q2,"9_11.0 % Super Guarante - 72244, CASBNS_Casual Bonus - 72244, EXTRA_Additional Hours - 72244, NORMAL_Normal - 72244"
DAYS_FY2024_Q3,"9_11.0 % Super Guarante - 74134, CASBNS_Casual Bonus - 74134, EXTRA_Additional Hours - 74746, LSL_Long Service Leave - 75787, NORMAL_Normal - 74134, PH_Public Holiday - 74746"
DAYS_FY2024_Q4,"9_11.0 % Super Guarante - 76058, 9_11.5 % Super Guarante - 77662, CASBNS_Casual Bonus - 76058, EXTRA_Additional Hours - 76166, LSL_Long Service Leave - 76166, NORMAL_Normal - 76058"
DOKI_FY2023_Q2,"9_10.5 % Super Guarantee - 65696, AL_Annual Leave - 66844, LOADING_ANNUAL LEAVE LOADING - 66844, NORMAL_Normal - 65696, PH_Public Holiday - 65720"
DOKI_FY2023_Q3,"9_10.5 % Super Guarantee - 66939, AL_Annual Leave - 66939, LOADING_ANNUAL LEAVE LOADING - 66939, NORMAL_Normal - 66939, PH_Public Holiday - 66939"
DOKI_FY2024_Q1,"9_11.0 % Super Guarante - 70246, NORMAL_Normal - 70246, PH_Public Holiday - 71507, SL_Sick Leave - 71507"
DOKI_FY2024_Q2,"9_11.0 % Super Guarante - 72247, AL_Annual Leave - 74040, HRSBNS_Bonus By Hours - 74040, LOADING_ANNUAL LEAVE LOADING - 74040, NORMAL_Normal - 72247, PH_Public Holiday - 72247"
DOKI_FY2024_Q3,"9_11.0 % Super Guarante - 74208, AL_Annual Leave - 74208, LOADING_ANNUAL LEAVE LOADING - 74208, NORMAL_Normal - 74359, PH_Public Holiday - 74208, SL_Sick Leave - 74748"
DOKI_FY2024_Q4,"9_11.0 % Super Guarante - 76059, 9_11.5 % Super Guarante - 77742, AL_Annual Leave - 77528, LOADING_ANNUAL LEAVE LOADING - 77528, NORMAL_Normal - 76059, PH_Public Holiday - 76059"
DONR_FY2022_Q2,"9_10% Super Guarantee - 60497, NORMAL_Normal - 60497, PH_Public Holiday - 60593, SL_Personal Leave - 60985"
DONR_FY2022_Q3,"9_10% Super Guarantee - 61629, AL_Annual Leave - 61629, LOADING_LEAVE LOADING 17.5% - 61629, NORMAL_Normal - 61629, PH_Public Holiday - 61629, SL_Sick Leave - 62012"
DONR_FY2022_Q4,"9_10% Super Guarantee - 62996, AL_Annual Leave - 63921, LOADING_ANNUAL LEAVE LOADING - 63921, NORMAL_Normal - 62996, PH_Public Holiday - 63134"
DONR_FY2023_Q1,"9_10.5 % Super Guarantee - 64240, AL_Annual Leave - 64337, LOADING_ANNUAL LEAVE LOADING - 64337, NORMAL_Normal - 64240, PH_Public Holiday - 65108, SL_Sick Leave - 64240, TAFE_TAFE Training Day - 64772"
DONR_FY2023_Q2,"9_10.5 % Super Guarantee - 65629, AL_Annual Leave - 65819, LOADING_ANNUAL LEAVE LOADING - 65819, NORMAL_Normal - 65629, PH_Public Holiday - 65739, SL_Sick Leave - 66333, TAFE_TAFE Training Day - 65739"
DONR_FY2023_Q3,"9_10.5 % Super Guarantee - 66969, AL_Annual Leave - 66969, LOADING_ANNUAL LEAVE LOADING - 66969, NORMAL_Normal - 67037, PH_Public Holiday - 66969, SL_Sick Leave - 67636, TAFE_Staff Training Day - 67434, TAFE_TAFE Training Day - 67330"
DONR_FY2023_Q4,"9_10.5 % Super Guarantee - 68144, HRSBNS_Bonus By Hours - 68736, NORMAL_Normal - 68144, PH_Public Holiday - 68283, SL_Sick Leave - 68283, TAFE_Staff Training Day - 68489"
DONR_FY2024_Q1,"9_11.0 % Super Guarante - 70122, AL_Annual Leave - 70403, HRSBNS_Bonus By Hours - 70272, LOADING_ANNUAL LEAVE LOADING - 70403, NORMAL_Normal - 70122, PH_Public Holiday - 71506, SL_Sick Leave - 70122, TAFE_Staff Training Day - 70403"
DONR_FY2024_Q2,"9_11.0 % Super Guarante - 72246, AL_Annual Leave - 73307, BPAY_Backpay - 72649, HRSBNS_Bonus By Hours - 72472, LOADING_ANNUAL LEAVE LOADING - 73307, NORMAL_Normal - 72246, PH_Public Holiday - 72246, SL_Sick Leave - 72341, TAFE_Staff Training Day - 72246"
DONR_FY2024_Q3,"9_11.0 % Super Guarante - 74135, AL_Annual Leave - 74135, EXTRA_Additional Hours - 74135, HRSBNS_Bonus By Hours - 74255, LOADING_ANNUAL LEAVE LOADING - 74135, NORMAL_Normal - 74255, PH_Public Holiday - 74135, SL_Sick Leave - 74750, TAFE_Staff Training Day - 74606"
DONR_FY2024_Q4,"9_11.0 % Super Guarante - 76060, 9_11.5 % Super Guarante - 77663, AL_Annual Leave - 76302, HRSBNS_Bonus By Hours - 76560, LOADING_ANNUAL LEAVE LOADING - 76302, NORMAL_Normal - 76060, PH_Public Holiday - 76060, SL_Sick Leave - 76167, TAFE_Staff Training Day - 76560"
DOYF_FY2022_Q1,"9_10% Super Guarantee - 59478, NORMAL_Normal - 59478, ORD_Ordinary - 59545"
DOYF_FY2022_Q2,"9_10% Super Guarantee - 60498, CASBNS_Casual Bonus - 60594, NORMAL_Normal - 60498, ORD_Ordinary - 60594, PL-VACC_Personal Leave vaccine - 61535"
DOYF_FY2022_Q3,"9_10% Super Guarantee - 61630, CASBNS_Casual Bonus - 61630, EXTRA_Additional Hours - 62512, NORMAL_Normal - 61630"
DOYF_FY2022_Q4,"9_10% Super Guarantee - 62903, CASBNS_Casual Bonus - 63162, EXTRA_Additional Hours - 62903, NORMAL_Normal - 62903"
DOYF_FY2023_Q1,"9_10.5 % Super Guarantee - 64241, CASBNS_Casual Bonus - 65568, EXTRA_Additional Hours - 64338, NORMAL_Normal - 64241"
DOYF_FY2023_Q2,"9_10.5 % Super Guarantee - 65630, CASBNS_Casual Bonus - 65768, EXTRA_Additional Hours - 65820, NORMAL_Normal - 65630"
DOYF_FY2023_Q3,"9_10.5 % Super Guarantee - 66970, CASBNS_Casual Bonus - 66970, EXTRA_Additional Hours - 67137, NORMAL_Normal - 67038"
DOYF_FY2023_Q4,"9_10.5 % Super Guarantee - 68145, CASBNS_Casual Bonus - 68284, EXTRA_Additional Hours - 68284, NORMAL_Normal - 68145"
DOYF_FY2024_Q1,"9_11.0 % Super Guarante - 70123, EXTRA_Additional Hours - 71095, NORMAL_Normal - 70123"
DOYF_FY2024_Q2,"9_11.0 % Super Guarante - 72248, CASBNS_Casual Bonus - 72248, EXTRA_Additional Hours - 72344, NORMAL_Normal - 72248"
DOYF_FY2024_Q3,"9_11.0 % Super Guarante - 74136, CASBNS_Casual Bonus - 74136, EXTRA_Additional Hours - 75789, NORMAL_Normal - 74256"
DOYF_FY2024_Q4,"9_11.0 % Super Guarante - 76061, 9_11.5 % Super Guarante - 77664, CASBNS_Casual Bonus - 76061, EXTRA_Additional Hours - 76303, NORMAL_Normal - 76061"
DUDP_FY2022_Q1,"9_10% Super Guarantee - 59481, NORMAL_Normal - 59481, ORD_Ordinary - 59481, WCOMP-EX_Workers Comp Excess - 60141"
DUDP_FY2022_Q2,"9_10% Super Guarantee - 60500, CASBNS_Casual Bonus - 60568, NORMAL_Normal - 60500, ORD_Ordinary - 60500, PL-VACC_Personal Leave vaccine - 60897"
DUDP_FY2022_Q3,"9_10% Super Guarantee - 61632, CASBNS_Casual Bonus - 61632, EXTRA_Additional Hours - 62422, NORMAL_Normal - 61632, ORD_Ordinary - 61632"
DUDP_FY2022_Q4,"9_10% Super Guarantee - 62905, CASBNS_Casual Bonus - 63164, EXTRA_Additional Hours - 62905, NORMAL_Normal - 62905"
DUDP_FY2023_Q1,"9_10.5 % Super Guarantee - 64243, CASBNS_Casual Bonus - 65569, EXTRA_Additional Hours - 64243, NORMAL_Normal - 64243"
DUDP_FY2023_Q2,"9_10.5 % Super Guarantee - 65631, CASBNS_Casual Bonus - 65769, EXTRA_Additional Hours - 65631, NORMAL_Normal - 65631"
DUDP_FY2023_Q3,"9_10.5 % Super Guarantee - 66971, CASBNS_Casual Bonus - 66971, EXTRA_Additional Hours - 67040, NORMAL_Normal - 67040"
DUDP_FY2023_Q4,"9_10.5 % Super Guarantee - 68146, CASBNS_Casual Bonus - 68285, EXTRA_Additional Hours - 68146, NORMAL_Normal - 68146"
DUDP_FY2024_Q1,"9_11.0 % Super Guarante - 70124, EXTRA_Additional Hours - 70124, NORMAL_Normal - 70124"
DUDP_FY2024_Q2,"9_11.0 % Super Guarante - 72249, CASBNS_Casual Bonus - 72249, EXTRA_Additional Hours - 72249, NORMAL_Normal - 72249"
DUDP_FY2024_Q3,"9_11.0 % Super Guarante - 74137, CASBNS_Casual Bonus - 74137, EXTRA_Additional Hours - 74257, NORMAL_Normal - 74257"
DUDP_FY2024_Q4,"9_11.0 % Super Guarante - 76062, 9_11.5 % Super Guarante - 77665, CASBNS_Casual Bonus - 76062, EXTRA_Additional Hours - 76062, NORMAL_Normal - 76062"
ELLJ_FY2024_Q3,"9_11.0 % Super Guarante - 74259, EXTRA_Additional Hours - 74259, NORMAL_Normal - 74259"
ELLJ_FY2024_Q4,"9_11.0 % Super Guarante - 76064, 9_11.5 % Super Guarante - 77666, AL_Annual Leave - 76478, EXTRA_Additional Hours - 76064, LOADING_ANNUAL LEAVE LOADING - 76478, NORMAL_Normal - 76064, PH_Public Holiday - 76478"
ELLM_FY2022_Q1,"9_10% Super Guarantee - 59977, NORMAL_Normal - 59977, ORD_Ordinary - 60004"
ELLM_FY2022_Q2,"9_10% Super Guarantee - 60501, NORMAL_Normal - 60501, ORD_Ordinary - 60501, PL-VACC_Personal Leave vaccine - 60501"
ELLM_FY2022_Q3,"9_10% Super Guarantee - 61633, CASBNS_Casual Bonus - 61633, NORMAL_Normal - 61633, ORD_Ordinary - 61633, PH_Public Holiday - 62013, TAFE_TAFE Training Day - 62187"
ELLM_FY2022_Q4,"9_10% Super Guarantee - 62962, NORMAL_Normal - 62962, PH_Public Holiday - 63135, TAFE_TAFE Training Day - 63135"
ELLM_FY2023_Q1,"9_10.5 % Super Guarantee - 64245, AL_Annual Leave - 64778, LOADING_ANNUAL LEAVE LOADING - 64778, NORMAL_Normal - 64245, PH_Public Holiday - 65109, TAFE_TAFE Training Day - 64441"
ELLM_FY2023_Q2,"9_10.5 % Super Guarantee - 65633, AL_Annual Leave - 66869, LOADING_ANNUAL LEAVE LOADING - 66869, NORMAL_Normal - 65633, PH_Public Holiday - 65740, TAFE_TAFE Training Day - 65740"
ELLM_FY2023_Q3,"9_10.5 % Super Guarantee - 66972, AL_Annual Leave - 66972, LOADING_ANNUAL LEAVE LOADING - 66972, NORMAL_Normal - 67041, PH_Public Holiday - 66972, SL_Sick Leave - 67574, TAFE_Staff Training Day - 67438"
ELLM_FY2023_Q4,"9_10.5 % Super Guarantee - 68147, AL_Annual Leave - 68643, LOADING_ANNUAL LEAVE LOADING - 68643, NORMAL_Normal - 68147, PH_Public Holiday - 68286, TAFE_Staff Training Day - 68147"
ELLM_FY2024_Q1,"9_11.0 % Super Guarante - 70125, NORMAL_Normal - 70125, PH_Public Holiday - 71510, SL_Sick Leave - 70759, TAFE_Staff Training Day - 70406"
ELLM_FY2024_Q2,"9_11.0 % Super Guarante - 72250, AL_Annual Leave - 73470, BPAY_Backpay - 72650, LOADING_ANNUAL LEAVE LOADING - 73470, NORMAL_Normal - 72250, PH_Public Holiday - 72250, SL_Sick Leave - 73175, TAFE_Staff Training Day - 72250"
ELLM_FY2024_Q3,"9_11.0 % Super Guarante - 74138, AL_Annual Leave - 74138, EXTRA_Additional Hours - 74138, LOADING_ANNUAL LEAVE LOADING - 74138, NORMAL_Normal - 74258, PH_Public Holiday - 74138, TAFE_Staff Training Day - 74755"
ELLM_FY2024_Q4,"9_11.0 % Super Guarante - 76065, 9_11.5 % Super Guarante - 77667, AL_Annual Leave - 76479, LOADING_ANNUAL LEAVE LOADING - 76479, NORMAL_Normal - 76065, PH_Public Holiday - 76065, SL_Sick Leave - 76792, TAFE_Staff Training Day - 76307"
ELLR_FY2023_Q2,"9_10.5 % Super Guarantee - 66142, AL_Annual Leave - 66868, LOADING_ANNUAL LEAVE LOADING - 66868, NORMAL_Normal - 66142, PH_Public Holiday - 66868, SL_Sick Leave - 66757"
ELLR_FY2023_Q3,"9_10.5 % Super Guarantee - 66973, NORMAL_Normal - 67042, PH_Public Holiday - 66973"
ELLR_FY2023_Q4,"9_10.5 % Super Guarantee - 68148, NORMAL_Normal - 68148, PH_Public Holiday - 68287, SL_Sick Leave - 69532"
ELLR_FY2024_Q1,"9_11.0 % Super Guarante - 70126, NORMAL_Normal - 70126, PH_Public Holiday - 71511"
ELLR_FY2024_Q2,"9_11.0 % Super Guarante - 72673, AL_Annual Leave - 73176, LOADING_ANNUAL LEAVE LOADING - 73176, NORMAL_Normal - 72673, PH_Public Holiday - 73964, SL_Sick Leave - 72673"
ELLR_FY2024_Q3,"9_11.0 % Super Guarante - 74139, AL_Annual Leave - 74139, LOADING_ANNUAL LEAVE LOADING - 74139, NORMAL_Normal - 74260, PH_Public Holiday - 74139"
ELLR_FY2024_Q4,"9_11.0 % Super Guarante - 76066, 9_11.5 % Super Guarante - 77668, AL_Annual Leave - 76308, LOADING_ANNUAL LEAVE LOADING - 76308, NORMAL_Normal - 76066, PH_Public Holiday - 76066, SL_Sick Leave - 76688"
ELLT_FY2022_Q1,"9_10% Super Guarantee - 59482, NORMAL_Normal - 59482, ORD_Ordinary - 59482"
ELLT_FY2022_Q2,"9_10% Super Guarantee - 60502, NORMAL_Normal - 60502, ORD_Ordinary - 60502"
ELLT_FY2022_Q3,"9_10% Super Guarantee - 61634, CASBNS_Casual Bonus - 61634, EXTRA_Additional Hours - 62425, NORMAL_Normal - 61634, ORD_Ordinary - 61771"
ELLT_FY2022_Q4,"9_10% Super Guarantee - 62907, CASBNS_Casual Bonus - 63165, EXTRA_Additional Hours - 62907, NORMAL_Normal - 62907"
ELLT_FY2023_Q1,"9_10.5 % Super Guarantee - 64246, CASBNS_Casual Bonus - 65571, EXTRA_Additional Hours - 64246, NORMAL_Normal - 64246"
ELLT_FY2023_Q2,"9_10.5 % Super Guarantee - 65634, CASBNS_Casual Bonus - 66897, EXTRA_Additional Hours - 65634, HRSBNS_Bonus By Hours - 66468, NORMAL_Normal - 65634"
ELLT_FY2023_Q3,"9_10.5 % Super Guarantee - 66974, CASBNS_Casual Bonus - 66974, EXTRA_Additional Hours - 67043, NORMAL_Normal - 67043"
ELLT_FY2023_Q4,"9_10.5 % Super Guarantee - 68149, CASBNS_Casual Bonus - 68288, EXTRA_Additional Hours - 68149, NORMAL_Normal - 68149"
ELLT_FY2024_Q1,"9_11.0 % Super Guarante - 70127, EXTRA_Additional Hours - 70127, NORMAL_Normal - 70127"
ELLT_FY2024_Q2,"9_11.0 % Super Guarante - 72251, CASBNS_Casual Bonus - 74025, EXTRA_Additional Hours - 72251, NORMAL_Normal - 72251"
ELLT_FY2024_Q3,"9_11.0 % Super Guarante - 74140, CASBNS_Casual Bonus - 74140, EXTRA_Additional Hours - 74261, NORMAL_Normal - 74261, PH_Public Holiday - 74612"
ELLT_FY2024_Q4,"9_11.0 % Super Guarante - 76067, 9_11.5 % Super Guarante - 77669, CASBNS_Casual Bonus - 76481, EXTRA_Additional Hours - 76067, NORMAL_Normal - 76067"
ERBSS_FY2022_Q1,"9_10% Super Guarantee - 59483, NORMAL_Normal - 59483, ORD_Ordinary - 59483"
ERBSS_FY2022_Q2,"9_10% Super Guarantee - 60503, CASBNS_Casual Bonus - 60596, NORMAL_Normal - 60503, ORD_Ordinary - 60503"
ERBSS_FY2022_Q3,"9_10% Super Guarantee - 61635, CASBNS_Casual Bonus - 61635, EXTRA_Additional Hours - 62426, NORMAL_Normal - 61635, ORD_Ordinary - 61635"
ERBSS_FY2022_Q4,"9_10% Super Guarantee - 62908, CASBNS_Casual Bonus - 63166, EXTRA_Additional Hours - 62908, NORMAL_Normal - 62908"
ERBSS_FY2023_Q1,"9_10.5 % Super Guarantee - 64247, CASBNS_Casual Bonus - 65572, EXTRA_Additional Hours - 64247, NORMAL_Normal - 64247"
ERBSS_FY2023_Q2,"9_10.5 % Super Guarantee - 65635, CASBNS_Casual Bonus - 65772, EXTRA_Additional Hours - 65635, NORMAL_Normal - 65635"
ERBSS_FY2023_Q3,"9_10.5 % Super Guarantee - 66975, CASBNS_Casual Bonus - 66975, EXTRA_Additional Hours - 67044, NORMAL_Normal - 67044"
ERBSS_FY2023_Q4,"9_10.5 % Super Guarantee - 68150, CASBNS_Casual Bonus - 68289, EXTRA_Additional Hours - 68150, NORMAL_Normal - 68150"
ERBSS_FY2024_Q1,"9_11.0 % Super Guarante - 70128, EXTRA_Additional Hours - 70128, NORMAL_Normal - 70128"
ERBSS_FY2024_Q2,"9_11.0 % Super Guarante - 72252, CASBNS_Casual Bonus - 72252, EXTRA_Additional Hours - 72252, NORMAL_Normal - 72252"
ERBSS_FY2024_Q3,"9_11.0 % Super Guarante - 74141, CASBNS_Casual Bonus - 74141, EXTRA_Additional Hours - 74141, NORMAL_Normal - 74262"
ERBSS_FY2024_Q4,"9_11.0 % Super Guarante - 76068, 9_11.5 % Super Guarante - 77670, CASBNS_Casual Bonus - 76068, EXTRA_Additional Hours - 76068, LSL_Long Service Leave - 77670, NORMAL_Normal - 76068"
FERP_FY2022_Q1,"9_10% Super Guarantee - 59484, NORMAL_Normal - 59484, ORD_Ordinary - 59484"
FERP_FY2022_Q2,"9_10% Super Guarantee - 60504, CASBNS_Casual Bonus - 60597, NORMAL_Normal - 60504, ORD_Ordinary - 60504, PL-VACC_Personal Leave vaccine - 61276"
