FY&Q,Discrepancy 1 - SW Comment,Discrepancy 2 - SW Comment,Discrepancy 3 - SW Comment,Comment 1 - Count,Comment 2 - Count,Comment 3 - Count,Total Comments,No Payment Under Client Mapping - Comment Count,SW Mapping Didn't Classify Line - Comment Count,Additional Hours: LEAVE LOADING 17.5% - Under Payment Count - Discrep 1,Vehicle Allowance as OTE - Under Payment Count - Discrep 1,MV ALLOWANCE GC as OTE - Under Payment Count - Discrep 1,Leave Loading - Under Payment Count - Discrep 1,LEAVE LOADING 17.5% - Under Payment Count - Discrep 1,Ordinary - Under Payment Count - Discrep 1,ANNUAL LEAVE LOADING - Under Payment Count - Discrep 1,Staff Training Day - Under Payment Count - Discrep 1,Additional Hours: LEAVE LOADING 17.5% - Over Payment Count - Discrep 1,Vehicle Allowance as OTE - Over Payment Count - Discrep 1,MV ALLOWANCE GC as OTE - Over Payment Count - Discrep 1,Leave Loading - Over Payment Count - Discrep 1,LEAVE LOADING 17.5% - Over Payment Count - Discrep 1,Ordinary - Over Payment Count - Discrep 1,ANNUAL LEAVE LOADING - Over Payment Count - Discrep 1,Staff Training Day - Over Payment Count - Discrep 1,Under Payment Count - Discrep 2,Over Payment Count - Discrep 2,No Super Count - Discrep 2,Client Mapping No Pay Count - Discrep 2,Refer to Discrepancy 1 Count - Discrep 3,Mapping and Payroll issue Count - Discrep 3,Refer to Discrepancy 2 Count - Discrep 3,Comment 3 - in Depth,Under Payment Count - Discrep 3 in Depth,Over Payment Count - Discrep 3 in Depth,No Super Count - Discrep 3 in Depth,Client Mapping No Pay Count - Discrep 3 in Depth
2023_Q2,No payment under Client Mapping 65819_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 65819_A Description: ANNUAL LEAVE LOADING,0,0,0,1
2023_Q2,No payment under Client Mapping 66698_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 66698_N Description: Additional Hours,0,0,0,1
2023_Q2,No payment under Client Mapping 65671_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 65671_N Description: Additional Hours,0,0,0,1
2023_Q2,No payment under Client Mapping 65613_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 65613_A Description: ANNUAL LEAVE LOADING,0,0,0,1
2023_Q2,No payment under Client Mapping 65615_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 65615_A Description: ANNUAL LEAVE LOADING,0,0,0,1
2023_Q2,No payment under Client Mapping 65623_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 65623_N Description: Additional Hours,0,0,0,1
2023_Q2,"Overpayment, SW Mapping didn't classify 65708_N Description: Workers Comp Excess as OTE    No payment under Client Mapping 66881_A Description: ANNUAL LEAVE LOADING",No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"Overpayment, SW Mapping didn't classify 65708_N Description: Workers Comp Excess as OTE    No payment under Client Mapping 66881_A Description: ANNUAL LEAVE LOADING",0,1,0,1
2023_Q2,No payment under Client Mapping 66882_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 66882_A Description: ANNUAL LEAVE LOADING,0,0,0,1
2023_Q2,No payment under Client Mapping 66844_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 66844_A Description: ANNUAL LEAVE LOADING,0,0,0,1
2023_Q2,No payment under Client Mapping 65614_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 65614_A Description: ANNUAL LEAVE LOADING,0,0,0,1
2023_Q2,No payment under Client Mapping 65673_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 65673_N Description: Additional Hours,0,0,0,1
2023_Q2,No payment under Client Mapping 65619_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 65619_N Description: Additional Hours,0,0,0,1
2023_Q2,No payment under Client Mapping 10015_A Description: Leave Loading,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 10015_A Description: Leave Loading,0,0,0,1
2023_Q2,No payment under Client Mapping 65626_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 65626_N Description: Additional Hours,0,0,0,1
2023_Q2,No payment under Client Mapping 65665_N Description: Additional Hours       | No payment under Client Mapping 66547_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,2,1,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 65665_N Description: Additional Hours       | No payment under Client Mapping 66547_A Description: ANNUAL LEAVE LOADING,0,0,0,2
2023_Q2,No payment under Client Mapping 65672_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 65672_N Description: Additional Hours,0,0,0,1
2023_Q2,"Overpayment, SW Mapping didn't classify 65693_A Description: Vehicle Allowance as OTE    No payment under Client Mapping 66840_A Description: ANNUAL LEAVE LOADING",No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"Overpayment, SW Mapping didn't classify 65693_A Description: Vehicle Allowance as OTE    No payment under Client Mapping 66840_A Description: ANNUAL LEAVE LOADING",0,1,0,1
2023_Q2,No payment under Client Mapping 65706_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 65706_A Description: ANNUAL LEAVE LOADING,0,0,0,1
2023_Q2,No payment under Client Mapping 65676_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 65676_N Description: Additional Hours,0,0,0,1
2023_Q2,No payment under Client Mapping 65609_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 65609_A Description: ANNUAL LEAVE LOADING,0,0,0,1
2023_Q2,"Overpayment, SW Mapping didn't classify 65694_A Description: Vehicle Allowance as OTE   | No payment under Client Mapping 66126_A Description: ANNUAL LEAVE LOADING",No Discrepancy / Immaterial,Refer to Discrepancy 1,2,1,1,4,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,"Overpayment, SW Mapping didn't classify 65694_A Description: Vehicle Allowance as OTE   | No payment under Client Mapping 66126_A Description: ANNUAL LEAVE LOADING",0,1,0,1
2023_Q2,No payment under Client Mapping 65707_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 65707_A Description: ANNUAL LEAVE LOADING,0,0,0,1
2023_Q2,No payment under Client Mapping 66868_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 66868_A Description: ANNUAL LEAVE LOADING,0,0,0,1
2023_Q2,No payment under Client Mapping 66834_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Mapping and Payroll issue with pay run: 65620 refer to Discrepancy 1 and 2 for more details,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Mapping and Payroll issue with pay run: 65620 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2023_Q2,No payment under Client Mapping 65611_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 65611_A Description: ANNUAL LEAVE LOADING,0,0,0,1
2023_Q2,No payment under Client Mapping 66880_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 66880_A Description: ANNUAL LEAVE LOADING,0,0,0,1
2023_Q2,No payment under Client Mapping 66862_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 66862_A Description: ANNUAL LEAVE LOADING,0,0,0,1
2023_Q2,No Discrepancy / Immaterial,Underpayment within pay run number: 65690 | No Super was paid under pay run number: 65711 | Overpayment under pay run number: 66835,Refer to Discrepancy 1,1,3,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,No Discrepancy / Immaterial,0,0,0,0
2023_Q2,No payment under Client Mapping 65820_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 65820_N Description: Additional Hours,0,0,0,1
2023_Q2,No payment under Client Mapping 66924_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 66924_A Description: ANNUAL LEAVE LOADING,0,0,0,1
2023_Q2,No payment under Client Mapping 66869_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 66869_A Description: ANNUAL LEAVE LOADING,0,0,0,1
2023_Q2,No payment under Client Mapping 66884_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 66884_A Description: ANNUAL LEAVE LOADING,0,0,0,1
2023_Q2,No payment under Client Mapping 65631_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 65631_N Description: Additional Hours,0,0,0,1
2023_Q2,"Overpayment, SW Mapping didn't classify 65702_A Description: Vehicle Allowance as OTE    No payment under Client Mapping 66853_A Description: ANNUAL LEAVE LOADING",No Discrepancy / Immaterial,Mapping and Payroll issue with pay run: 65702 refer to Discrepancy 1 and 2 for more details,1,1,1,3,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,Mapping and Payroll issue with pay run: 65702 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2023_Q2,No payment under Client Mapping 65960_N Description: Additional Hours  No payment under Client Mapping 66861_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 65960_N Description: Additional Hours  No payment under Client Mapping 66861_A Description: ANNUAL LEAVE LOADING,0,0,0,2
2023_Q2,No payment under Client Mapping 65616_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 65616_A Description: ANNUAL LEAVE LOADING,0,0,0,1
2023_Q2,No payment under Client Mapping 66548_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 65691 | No Super was paid under pay run number: 65712 | No Super was paid under pay run number: 65805 | No Super was paid under pay run number: 66548 | No Super was paid under pay run number: 66836,Mapping and Payroll issue with pay run: 65691 refer to Discrepancy 1 and 2 for more details,1,5,1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,Mapping and Payroll issue with pay run: 65691 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2023_Q2,No payment under Client Mapping 66857_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 66857_A Description: ANNUAL LEAVE LOADING,0,0,0,1
2023_Q3,No Discrepancy / Immaterial,No Discrepancy / Immaterial,No Discrepancy / Immaterial,1,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/a,0,0,0,0
2023_Q3,No payment under Client Mapping 67006_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 67006_N Description: Additional Hours,0,0,0,1
2023_Q3,No payment under Client Mapping 67049_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 67049_N Description: Additional Hours,0,0,0,1
2023_Q3,No payment under Client Mapping 67318_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 67318_N Description: Additional Hours,0,0,0,1
2023_Q3,"No payment under Client Mapping 66936_A Description: ANNUAL LEAVE LOADING   | Overpayment, SW Mapping didn't classify 66936_A Description: Vehicle Allowance as OTE",No Discrepancy / Immaterial,Refer to Discrepancy 1,2,1,1,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"No payment under Client Mapping 66936_A Description: ANNUAL LEAVE LOADING   | Overpayment, SW Mapping didn't classify 66936_A Description: Vehicle Allowance as OTE",0,1,0,1
2023_Q3,No payment under Client Mapping 67050_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 67050_N Description: Additional Hours,0,0,0,1
2023_Q3,No payment under Client Mapping 67551_N Description: Staff Training Day,Overpayment under pay run number: 66994 | No Super was paid under pay run number: 67064 | No Super was paid under pay run number: 67265 | No Super was paid under pay run number: 67551,No Discrepancy / Immaterial,1,4,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,N/a,0,0,0,0
2023_Q3,No payment under Client Mapping 67428_N Description: Staff Training Day  No payment under Client Mapping 68031_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 66964 | No Super was paid under pay run number: 67033 | No Super was paid under pay run number: 67130 | No Super was paid under pay run number: 67428 | No Super was paid under pay run number: 68031,Mapping and Payroll issue with pay run: 66964 refer to Discrepancy 1 and 2 for more details,1,5,1,7,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,1,0,Mapping and Payroll issue with pay run: 66964 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2023_Q3,No payment under Client Mapping 67011_A Description: ANNUAL LEAVE LOADING      No payment under Client Mapping 67488_N Description: Staff Training Day,Overpayment under pay run number: 67011 | No Super was paid under pay run number: 67084 | No Super was paid under pay run number: 67488,Mapping and Payroll issue with pay run: 67011 refer to Discrepancy 1 and 2 for more details,1,3,1,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,Mapping and Payroll issue with pay run: 67011 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2023_Q3,No payment under Client Mapping 66942_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 66942_A Description: ANNUAL LEAVE LOADING,0,0,0,1
2023_Q3,No payment under Client Mapping 67080_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 67080_N Description: Additional Hours,0,0,0,1
2023_Q3,No payment under Client Mapping 66929_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Mapping and Payroll issue with pay run: 66929 refer to Discrepancy 1 and 2 for more details,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,Mapping and Payroll issue with pay run: 66929 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2023_Q3,No payment under Client Mapping 66956_A Description: ANNUAL LEAVE LOADING,Overpayment under pay run number: 66956 | No Super was paid under pay run number: 67117,Mapping and Payroll issue with pay run: 66956 refer to Discrepancy 1 and 2 for more details,1,2,1,4,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,Mapping and Payroll issue with pay run: 66956 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2023_Q3,No payment under Client Mapping 66943_A Description: ANNUAL LEAVE LOADING   | No payment under Client Mapping 67059_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,2,1,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 66943_A Description: ANNUAL LEAVE LOADING   | No payment under Client Mapping 67059_N Description: Additional Hours,0,0,0,2
2023_Q3,No payment under Client Mapping 67021_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 67021_A Description: ANNUAL LEAVE LOADING,0,0,0,1
2023_Q3,No payment under Client Mapping 66930_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 66930_A Description: ANNUAL LEAVE LOADING,0,0,0,1
2023_Q3,No payment under Client Mapping 66955_A Description: ANNUAL LEAVE LOADING    No payment under Client Mapping 67082_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 66955_A Description: ANNUAL LEAVE LOADING    No payment under Client Mapping 67082_N Description: Additional Hours,0,0,0,2
2023_Q3,No payment under Client Mapping 67060_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 67060_N Description: Additional Hours,0,0,0,1
2023_Q3,No payment under Client Mapping 66986_A Description: ANNUAL LEAVE LOADING       | No payment under Client Mapping 67452_N Description: Staff Training Day,Overpayment under pay run number: 66986 | No Super was paid under pay run number: 67055 | No Super was paid under pay run number: 67195 | No Super was paid under pay run number: 67452,Mapping and Payroll issue with pay run: 66986 refer to Discrepancy 1 and 2 for more details,2,4,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,Mapping and Payroll issue with pay run: 66986 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2023_Q3,No payment under Client Mapping 66931_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 66931_A Description: ANNUAL LEAVE LOADING,0,0,0,1
2023_Q3,No payment under Client Mapping 67010_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 67010_N Description: Additional Hours,0,0,0,1
2023_Q3,No payment under Client Mapping 67692_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 67692_N Description: Additional Hours,0,0,0,1
2023_Q3,No payment under Client Mapping 66932_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 66932_A Description: ANNUAL LEAVE LOADING,0,0,0,1
2023_Q3,No payment under Client Mapping 66992_A Description: ANNUAL LEAVE LOADING     | No payment under Client Mapping 67461_N Description: Staff Training Day,Overpayment under pay run number: 66992 | No Super was paid under pay run number: 67062 | No Super was paid under pay run number: 67461,Mapping and Payroll issue with pay run: 66992 refer to Discrepancy 1 and 2 for more details,2,3,1,6,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,Mapping and Payroll issue with pay run: 66992 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2023_Q3,No payment under Client Mapping 66954_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 66954_A Description: ANNUAL LEAVE LOADING,0,0,0,1
2023_Q3,No payment under Client Mapping 66928_A Description: ANNUAL LEAVE LOADING,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 66928_A Description: ANNUAL LEAVE LOADING,0,0,0,1
2023_Q3,No payment under Client Mapping 67032_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 67032_N Description: Additional Hours,0,0,0,1
2023_Q3,No payment under Client Mapping 67311_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 67311_N Description: Additional Hours,0,0,0,1
2023_Q3,No payment under Client Mapping 67159_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 67159_N Description: Additional Hours,0,0,0,1
2023_Q3,No payment under Client Mapping 67096_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 67096_N Description: Additional Hours,0,0,0,1
2023_Q3,"No payment under Client Mapping 66935_A Description: ANNUAL LEAVE LOADING   | Overpayment, SW Mapping didn't classify 66935_A Description: Vehicle Allowance as OTE",No Discrepancy / Immaterial,Refer to Discrepancy 1,2,1,1,4,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,"No payment under Client Mapping 66935_A Description: ANNUAL LEAVE LOADING   | Overpayment, SW Mapping didn't classify 66935_A Description: Vehicle Allowance as OTE",0,1,0,1
2023_Q3,No payment under Client Mapping 67356_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 67356_N Description: Additional Hours,0,0,0,1
2023_Q3,No payment under Client Mapping 67000_A Description: ANNUAL LEAVE LOADING       | No payment under Client Mapping 67472_N Description: Staff Training Day,Overpayment under pay run number: 67000 | No Super was paid under pay run number: 67071 | No Super was paid under pay run number: 67472 | No Super was paid under pay run number: 67881,Mapping and Payroll issue with pay run: 67000 refer to Discrepancy 1 and 2 for more details,2,4,1,7,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,Mapping and Payroll issue with pay run: 67000 refer to Discrepancy 1 and 2 for more details,0,0,0,0
2023_Q3,No payment under Client Mapping 67095_N Description: Additional Hours,No Discrepancy / Immaterial,Refer to Discrepancy 1,1,1,1,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,No payment under Client Mapping 67095_N Description: Additional Hours,0,0,0,1
