QtrEMPLID,Paycode_Entry
TOTK_FY2023_Q4,"68202, 68353"
TOTK_FY2024_Q3,"74187, 74319"
TOTK_FY2024_Q4,"76134, 77722"
TOTM_FY2022_Q1,59512
TOTM_FY2022_Q2,"60539, 60622"
TOTM_FY2022_Q3,61675
TOTM_FY2022_Q4,"62953, 63192"
TOTM_FY2023_Q1,"64294, 65597"
TOTM_FY2023_Q4,"68203, 68354"
TOTM_FY2024_Q1,70183
TOTM_FY2024_Q2,72316
TOTM_FY2024_Q3,"74188, 74320"
TOTM_FY2024_Q4,"76135, 77723"
VERJ_FY2024_Q4,"76136, 76538, 77724"
VERR_FY2022_Q3,61817
VERR_FY2022_Q4,"62956, 63151, 63346"
VERR_FY2023_Q1,"64296, 64598, 65124"
VERR_FY2023_Q2,"65682, 65758, 65873, 66924"
VERR_FY2023_Q3,"67016, 67028"
VERR_FY2023_Q4,"68238, 68355"
VERR_FY2024_Q1,"70184, 71583"
VERR_FY2024_Q2,"72317, 72858, 74018"
VERR_FY2024_Q3,"74189, 74526, 76024"
VERR_FY2024_Q4,"76137, 77725"
WALJ_FY2023_Q1,64727
WALJ_FY2024_Q2,"72319, 72402, 74020"
WALJ_FY2024_Q4,"76139, 76239, 77726"
WALS_FY2024_Q3,74817
WALS_FY2024_Q4,"76140, 76542, 77727"
WATR_FY2024_Q3,"75072, 75858, 76028"
WATR_FY2024_Q4,"76141, 76455, 77728"
WILR_FY2022_Q1,"59528, 60067"
WILR_FY2022_Q2,"60565, 60582"
WILR_FY2022_Q3,61619
WILR_FY2022_Q4,"62980, 63131, 64126"
WILR_FY2023_Q1,"64321, 65106"
WILR_FY2023_Q2,"65705, 65737, 66865"
WILR_FY2023_Q3,66959
WILR_FY2023_Q4,"68261, 68361"
WILR_FY2024_Q1,"70257, 71589"
WILR_FY2024_Q2,"72323, 74056"
WILR_FY2024_Q3,"74229, 74369"
WILR_FY2024_Q4,"76142, 77758"
WOOL_FY2024_Q1,"70258, 71590"
WOOL_FY2024_Q2,"72324, 72539, 73374"
WOOL_FY2024_Q3,"74231, 74370, 74530"
WOOL_FY2024_Q4,"76143, 76244, 76859, 77759"
WOOP_FY2023_Q4,"68581, 68640"
WOOP_FY2024_Q1,"70259, 71213, 71591"
WOOP_FY2024_Q2,"72325, 72435, 74057"
WOOP_FY2024_Q3,74230
WOOP_FY2024_Q4,"76144, 76372, 77760"
WRIL_FY2024_Q3,75563
WRIL_FY2024_Q4,"76145, 77729"
YOUJ_FY2024_Q3,"74194, 74326, 76033"
YOUJ_FY2024_Q4,"76146, 76242, 77730"
ZEIM_FY2022_Q4,64098
ZISG_FY2022_Q2,9952
ZISG_FY2022_Q3,9968
ZISG_FY2022_Q4,"9983, 9988"
ZISG_FY2024_Q4,10098
ZYSL_FY2022_Q3,62387
ZYSL_FY2023_Q3,"67021, 67094"
ZYSL_FY2023_Q4,"68210, 68362, 68815, 69429"
ZYSL_FY2024_Q1,"70190, 70825, 71593"
ZYSL_FY2024_Q2,"72326, 72406, 72659, 73534"
ZYSL_FY2024_Q3,"74195, 74327, 74693"
ZYSL_FY2024_Q4,"76147, 77731"
